Category,Prompt,Recommendation
Solid Object,Solid Object scene showing 4 bicycles,"Background color: cloudy gray; Number of objects: 4; Object colors: brown, yellow"
Solid Object,Solid Object scene showing 2 trucks,"Background color: navy blue; Number of objects: 2; Object colors: black, blue"
Solid Object,Solid Object scene showing 2 cars,"Background color: light yellow; Number of objects: 2; Object colors: yellow, white"
Solid Object,Solid Object scene showing 4 bicycles,"Background color: sunset orange; Number of objects: 4; Object colors: white, purple"
Solid Object,Solid Object scene showing 1 rocket,"Background color: beige; Number of objects: 1; Object colors: purple, black"
Solid Object,Solid Object scene showing 3 trains,"Background color: midnight black; Number of objects: 3; Object colors: gray, pink"
Solid Object,Solid Object scene showing 5 trains,"Background color: sunset orange; Number of objects: 5; Object colors: yellow, blue"
Solid Object,Solid Object scene showing 4 bicycles,"Background color: sky blue; Number of objects: 4; Object colors: brown, brown"
Solid Object,Solid Object scene showing 4 planes,"Background color: forest green; Number of objects: 4; Object colors: white, gray"
Solid Object,Solid Object scene showing 4 trucks,"Background color: sunset orange; Number of objects: 4; Object colors: gray, brown"
Solid Object,Solid Object scene showing 5 rockets,"Background color: cloudy gray; Number of objects: 5; Object colors: green, white"
Solid Object,Solid Object scene showing 2 bicycles,"Background color: cloudy gray; Number of objects: 2; Object colors: yellow, white"
Solid Object,Solid Object scene showing 1 rocket,"Background color: sunset orange; Number of objects: 1; Object colors: orange, red"
Solid Object,Solid Object scene showing 2 bicycles,"Background color: cloudy gray; Number of objects: 2; Object colors: blue, brown"
Solid Object,Solid Object scene showing 5 cars,"Background color: sky blue; Number of objects: 5; Object colors: red, red"
Solid Object,Solid Object scene showing 1 bus,"Background color: light yellow; Number of objects: 1; Object colors: brown, purple"
Solid Object,Solid Object scene showing 5 trains,"Background color: light yellow; Number of objects: 5; Object colors: orange, gray"
Solid Object,Solid Object scene showing 5 bicycles,"Background color: sky blue; Number of objects: 5; Object colors: orange, white"
Solid Object,Solid Object scene showing 1 rocket,"Background color: midnight black; Number of objects: 1; Object colors: brown, gray"
Solid Object,Solid Object scene showing 1 plane,"Background color: midnight black; Number of objects: 1; Object colors: black, red"
Solid Object,Solid Object scene showing 1 bus,"Background color: cloudy gray; Number of objects: 1; Object colors: black, blue"
Solid Object,Solid Object scene showing 4 planes,"Background color: light yellow; Number of objects: 4; Object colors: white, white"
Solid Object,Solid Object scene showing 3 bicycles,"Background color: forest green; Number of objects: 3; Object colors: brown, blue"
Solid Object,Solid Object scene showing 2 buss,"Background color: navy blue; Number of objects: 2; Object colors: purple, red"
Solid Object,Solid Object scene showing 3 planes,"Background color: cloudy gray; Number of objects: 3; Object colors: red, yellow"
Solid Object,Solid Object scene showing 2 cars,"Background color: light yellow; Number of objects: 2; Object colors: red, red"
Solid Object,Solid Object scene showing 2 trucks,"Background color: light yellow; Number of objects: 2; Object colors: black, yellow"
Solid Object,Solid Object scene showing 3 motorbikes,"Background color: light yellow; Number of objects: 3; Object colors: green, green"
Solid Object,Solid Object scene showing 4 rockets,"Background color: light yellow; Number of objects: 4; Object colors: orange, brown"
Solid Object,Solid Object scene showing 1 car,"Background color: navy blue; Number of objects: 1; Object colors: pink, yellow"
Solid Object,Solid Object scene showing 2 motorbikes,"Background color: midnight black; Number of objects: 2; Object colors: orange, gray"
Solid Object,Solid Object scene showing 3 planes,"Background color: light yellow; Number of objects: 3; Object colors: blue, pink"
Solid Object,Solid Object scene showing 3 cars,"Background color: sunset orange; Number of objects: 3; Object colors: red, yellow"
Solid Object,Solid Object scene showing 3 cars,"Background color: midnight black; Number of objects: 3; Object colors: orange, black"
Solid Object,Solid Object scene showing 1 rocket,"Background color: light yellow; Number of objects: 1; Object colors: purple, brown"
Solid Object,Solid Object scene showing 2 cars,"Background color: navy blue; Number of objects: 2; Object colors: black, pink"
Solid Object,Solid Object scene showing 5 rockets,"Background color: sky blue; Number of objects: 5; Object colors: gray, orange"
Solid Object,Solid Object scene showing 5 buss,"Background color: forest green; Number of objects: 5; Object colors: blue, black"
Solid Object,Solid Object scene showing 5 rockets,"Background color: sky blue; Number of objects: 5; Object colors: black, blue"
Solid Object,Solid Object scene showing 3 planes,"Background color: cloudy gray; Number of objects: 3; Object colors: gray, purple"
Solid Object,Solid Object scene showing 5 cars,"Background color: light yellow; Number of objects: 5; Object colors: black, white"
Solid Object,Solid Object scene showing 1 rocket,"Background color: beige; Number of objects: 1; Object colors: yellow, white"
Solid Object,Solid Object scene showing 1 plane,"Background color: light yellow; Number of objects: 1; Object colors: brown, green"
Solid Object,Solid Object scene showing 4 bicycles,"Background color: navy blue; Number of objects: 4; Object colors: black, black"
Solid Object,Solid Object scene showing 2 planes,"Background color: light yellow; Number of objects: 2; Object colors: red, brown"
Solid Object,Solid Object scene showing 3 bicycles,"Background color: navy blue; Number of objects: 3; Object colors: blue, green"
Solid Object,Solid Object scene showing 3 bicycles,"Background color: sky blue; Number of objects: 3; Object colors: red, pink"
Solid Object,Solid Object scene showing 4 rockets,"Background color: midnight black; Number of objects: 4; Object colors: green, brown"
Solid Object,Solid Object scene showing 3 trains,"Background color: midnight black; Number of objects: 3; Object colors: pink, red"
Solid Object,Solid Object scene showing 3 cars,"Background color: sky blue; Number of objects: 3; Object colors: gray, pink"
Solid Object,Solid Object scene showing 4 trucks,"Background color: navy blue; Number of objects: 4; Object colors: red, brown"
Solid Object,Solid Object scene showing 4 motorbikes,"Background color: midnight black; Number of objects: 4; Object colors: green, brown"
Solid Object,Solid Object scene showing 1 rocket,"Background color: cloudy gray; Number of objects: 1; Object colors: green, gray"
Solid Object,Solid Object scene showing 1 motorbike,"Background color: beige; Number of objects: 1; Object colors: yellow, orange"
Solid Object,Solid Object scene showing 3 motorbikes,"Background color: cloudy gray; Number of objects: 3; Object colors: pink, black"
Solid Object,Solid Object scene showing 4 rockets,"Background color: midnight black; Number of objects: 4; Object colors: white, green"
Solid Object,Solid Object scene showing 5 trucks,"Background color: midnight black; Number of objects: 5; Object colors: purple, orange"
Solid Object,Solid Object scene showing 4 rockets,"Background color: beige; Number of objects: 4; Object colors: orange, blue"
Solid Object,Solid Object scene showing 5 rockets,"Background color: navy blue; Number of objects: 5; Object colors: brown, green"
Solid Object,Solid Object scene showing 1 motorbike,"Background color: light yellow; Number of objects: 1; Object colors: white, purple"
Solid Object,Solid Object scene showing 4 rockets,"Background color: beige; Number of objects: 4; Object colors: red, black"
Solid Object,Solid Object scene showing 1 bus,"Background color: sunset orange; Number of objects: 1; Object colors: black, pink"
Solid Object,Solid Object scene showing 1 car,"Background color: navy blue; Number of objects: 1; Object colors: green, red"
Solid Object,Solid Object scene showing 5 cars,"Background color: cloudy gray; Number of objects: 5; Object colors: white, orange"
Solid Object,Solid Object scene showing 3 planes,"Background color: cloudy gray; Number of objects: 3; Object colors: white, gray"
Solid Object,Solid Object scene showing 1 car,"Background color: sunset orange; Number of objects: 1; Object colors: purple, purple"
Solid Object,Solid Object scene showing 2 buss,"Background color: forest green; Number of objects: 2; Object colors: orange, orange"
Solid Object,Solid Object scene showing 4 bicycles,"Background color: sunset orange; Number of objects: 4; Object colors: black, white"
Solid Object,Solid Object scene showing 2 planes,"Background color: sky blue; Number of objects: 2; Object colors: black, white"
Solid Object,Solid Object scene showing 2 planes,"Background color: navy blue; Number of objects: 2; Object colors: green, pink"
Solid Object,Solid Object scene showing 4 planes,"Background color: cloudy gray; Number of objects: 4; Object colors: orange, gray"
Solid Object,Solid Object scene showing 2 cars,"Background color: midnight black; Number of objects: 2; Object colors: orange, orange"
Solid Object,Solid Object scene showing 3 trains,"Background color: sky blue; Number of objects: 3; Object colors: gray, white"
Solid Object,Solid Object scene showing 3 bicycles,"Background color: forest green; Number of objects: 3; Object colors: green, brown"
Solid Object,Solid Object scene showing 2 cars,"Background color: midnight black; Number of objects: 2; Object colors: gray, pink"
Solid Object,Solid Object scene showing 1 plane,"Background color: sky blue; Number of objects: 1; Object colors: red, red"
Solid Object,Solid Object scene showing 4 trains,"Background color: beige; Number of objects: 4; Object colors: black, gray"
Solid Object,Solid Object scene showing 5 trains,"Background color: beige; Number of objects: 5; Object colors: blue, yellow"
Solid Object,Solid Object scene showing 4 trucks,"Background color: midnight black; Number of objects: 4; Object colors: blue, blue"
Solid Object,Solid Object scene showing 2 trucks,"Background color: beige; Number of objects: 2; Object colors: orange, green"
Solid Object,Solid Object scene showing 1 motorbike,"Background color: light yellow; Number of objects: 1; Object colors: pink, yellow"
Solid Object,Solid Object scene showing 5 buss,"Background color: beige; Number of objects: 5; Object colors: blue, white"
Solid Object,Solid Object scene showing 5 motorbikes,"Background color: forest green; Number of objects: 5; Object colors: orange, yellow"
Solid Object,Solid Object scene showing 1 bicycle,"Background color: sky blue; Number of objects: 1; Object colors: red, gray"
Solid Object,Solid Object scene showing 4 trucks,"Background color: sky blue; Number of objects: 4; Object colors: blue, black"
Solid Object,Solid Object scene showing 1 rocket,"Background color: beige; Number of objects: 1; Object colors: gray, yellow"
Solid Object,Solid Object scene showing 4 rockets,"Background color: sunset orange; Number of objects: 4; Object colors: pink, orange"
Solid Object,Solid Object scene showing 3 planes,"Background color: sunset orange; Number of objects: 3; Object colors: orange, yellow"
Solid Object,Solid Object scene showing 1 truck,"Background color: beige; Number of objects: 1; Object colors: gray, yellow"
Solid Object,Solid Object scene showing 4 rockets,"Background color: forest green; Number of objects: 4; Object colors: black, yellow"
Solid Object,Solid Object scene showing 4 planes,"Background color: sky blue; Number of objects: 4; Object colors: gray, black"
Solid Object,Solid Object scene showing 2 trains,"Background color: light yellow; Number of objects: 2; Object colors: white, orange"
Solid Object,Solid Object scene showing 1 motorbike,"Background color: sunset orange; Number of objects: 1; Object colors: white, white"
Solid Object,Solid Object scene showing 2 trucks,"Background color: sky blue; Number of objects: 2; Object colors: blue, yellow"
Solid Object,Solid Object scene showing 1 bicycle,"Background color: beige; Number of objects: 1; Object colors: blue, green"
Solid Object,Solid Object scene showing 4 trucks,"Background color: cloudy gray; Number of objects: 4; Object colors: orange, purple"
Solid Object,Solid Object scene showing 5 planes,"Background color: sky blue; Number of objects: 5; Object colors: blue, white"
Solid Object,Solid Object scene showing 5 motorbikes,"Background color: navy blue; Number of objects: 5; Object colors: white, black"
Solid Object,Solid Object scene showing 3 rockets,"Background color: navy blue; Number of objects: 3; Object colors: orange, black"
Solid Object,Solid Object scene showing 3 buss,"Background color: forest green; Number of objects: 3; Object colors: yellow, pink"
Solid Object,Solid Object scene showing 4 bicycles,"Background color: beige; Number of objects: 4; Object colors: orange, red"
Solid Object,Solid Object scene showing 3 planes,"Background color: sunset orange; Number of objects: 3; Object colors: purple, red"
Solid Object,Solid Object scene showing 5 planes,"Background color: forest green; Number of objects: 5; Object colors: blue, blue"
Solid Object,Solid Object scene showing 3 motorbikes,"Background color: sunset orange; Number of objects: 3; Object colors: pink, brown"
Solid Object,Solid Object scene showing 3 trains,"Background color: cloudy gray; Number of objects: 3; Object colors: black, red"
Solid Object,Solid Object scene showing 2 planes,"Background color: cloudy gray; Number of objects: 2; Object colors: orange, brown"
Solid Object,Solid Object scene showing 1 plane,"Background color: cloudy gray; Number of objects: 1; Object colors: yellow, blue"
Solid Object,Solid Object scene showing 4 planes,"Background color: beige; Number of objects: 4; Object colors: yellow, gray"
Solid Object,Solid Object scene showing 5 cars,"Background color: sky blue; Number of objects: 5; Object colors: blue, black"
Solid Object,Solid Object scene showing 5 cars,"Background color: cloudy gray; Number of objects: 5; Object colors: red, brown"
Solid Object,Solid Object scene showing 5 bicycles,"Background color: navy blue; Number of objects: 5; Object colors: red, green"
Solid Object,Solid Object scene showing 3 motorbikes,"Background color: sunset orange; Number of objects: 3; Object colors: purple, yellow"
Solid Object,Solid Object scene showing 4 trucks,"Background color: light yellow; Number of objects: 4; Object colors: yellow, white"
Solid Object,Solid Object scene showing 4 trains,"Background color: beige; Number of objects: 4; Object colors: brown, pink"
Solid Object,Solid Object scene showing 2 trains,"Background color: navy blue; Number of objects: 2; Object colors: white, green"
Solid Object,Solid Object scene showing 2 cars,"Background color: midnight black; Number of objects: 2; Object colors: brown, blue"
Solid Object,Solid Object scene showing 3 buss,"Background color: light yellow; Number of objects: 3; Object colors: white, yellow"
Solid Object,Solid Object scene showing 5 buss,"Background color: beige; Number of objects: 5; Object colors: brown, brown"
Solid Object,Solid Object scene showing 2 cars,"Background color: forest green; Number of objects: 2; Object colors: white, yellow"
Solid Object,Solid Object scene showing 2 bicycles,"Background color: cloudy gray; Number of objects: 2; Object colors: blue, green"
Solid Object,Solid Object scene showing 3 trains,"Background color: forest green; Number of objects: 3; Object colors: purple, gray"
Solid Object,Solid Object scene showing 5 trains,"Background color: forest green; Number of objects: 5; Object colors: brown, gray"
Solid Object,Solid Object scene showing 2 planes,"Background color: sky blue; Number of objects: 2; Object colors: orange, yellow"
Solid Object,Solid Object scene showing 1 train,"Background color: forest green; Number of objects: 1; Object colors: purple, gray"
Solid Object,Solid Object scene showing 4 trains,"Background color: cloudy gray; Number of objects: 4; Object colors: blue, red"
Solid Object,Solid Object scene showing 2 bicycles,"Background color: light yellow; Number of objects: 2; Object colors: purple, yellow"
Solid Object,Solid Object scene showing 5 trucks,"Background color: midnight black; Number of objects: 5; Object colors: pink, green"
Solid Object,Solid Object scene showing 3 bicycles,"Background color: sky blue; Number of objects: 3; Object colors: red, brown"
Solid Object,Solid Object scene showing 1 train,"Background color: light yellow; Number of objects: 1; Object colors: blue, white"
Solid Object,Solid Object scene showing 3 planes,"Background color: light yellow; Number of objects: 3; Object colors: gray, black"
Solid Object,Solid Object scene showing 1 rocket,"Background color: light yellow; Number of objects: 1; Object colors: green, black"
Solid Object,Solid Object scene showing 2 planes,"Background color: forest green; Number of objects: 2; Object colors: red, gray"
Solid Object,Solid Object scene showing 4 planes,"Background color: midnight black; Number of objects: 4; Object colors: red, blue"
Solid Object,Solid Object scene showing 4 cars,"Background color: navy blue; Number of objects: 4; Object colors: pink, red"
Solid Object,Solid Object scene showing 1 bicycle,"Background color: beige; Number of objects: 1; Object colors: brown, pink"
Solid Object,Solid Object scene showing 2 buss,"Background color: sky blue; Number of objects: 2; Object colors: purple, red"
Solid Object,Solid Object scene showing 1 bus,"Background color: navy blue; Number of objects: 1; Object colors: purple, pink"
Solid Object,Solid Object scene showing 4 rockets,"Background color: sunset orange; Number of objects: 4; Object colors: blue, purple"
Solid Object,Solid Object scene showing 5 planes,"Background color: sky blue; Number of objects: 5; Object colors: black, green"
Solid Object,Solid Object scene showing 4 buss,"Background color: forest green; Number of objects: 4; Object colors: white, gray"
Solid Object,Solid Object scene showing 4 cars,"Background color: cloudy gray; Number of objects: 4; Object colors: red, purple"
Solid Object,Solid Object scene showing 2 rockets,"Background color: forest green; Number of objects: 2; Object colors: red, blue"
Solid Object,Solid Object scene showing 5 buss,"Background color: beige; Number of objects: 5; Object colors: pink, purple"
Solid Object,Solid Object scene showing 1 bicycle,"Background color: sky blue; Number of objects: 1; Object colors: black, black"
Solid Object,Solid Object scene showing 1 motorbike,"Background color: midnight black; Number of objects: 1; Object colors: white, red"
Solid Object,Solid Object scene showing 2 planes,"Background color: sky blue; Number of objects: 2; Object colors: orange, green"
Solid Object,Solid Object scene showing 5 planes,"Background color: midnight black; Number of objects: 5; Object colors: green, yellow"
Solid Object,Solid Object scene showing 1 bicycle,"Background color: sky blue; Number of objects: 1; Object colors: red, orange"
Solid Object,Solid Object scene showing 3 trains,"Background color: midnight black; Number of objects: 3; Object colors: brown, yellow"
Solid Object,Solid Object scene showing 1 bus,"Background color: midnight black; Number of objects: 1; Object colors: white, brown"
Solid Object,Solid Object scene showing 4 trains,"Background color: sky blue; Number of objects: 4; Object colors: brown, purple"
Solid Object,Solid Object scene showing 4 buss,"Background color: beige; Number of objects: 4; Object colors: gray, gray"
Solid Object,Solid Object scene showing 1 plane,"Background color: forest green; Number of objects: 1; Object colors: blue, black"
Solid Object,Solid Object scene showing 3 motorbikes,"Background color: midnight black; Number of objects: 3; Object colors: brown, green"
Solid Object,Solid Object scene showing 4 rockets,"Background color: sky blue; Number of objects: 4; Object colors: red, black"
Solid Object,Solid Object scene showing 1 bus,"Background color: forest green; Number of objects: 1; Object colors: brown, yellow"
Solid Object,Solid Object scene showing 2 trains,"Background color: forest green; Number of objects: 2; Object colors: green, purple"
Solid Object,Solid Object scene showing 2 cars,"Background color: midnight black; Number of objects: 2; Object colors: black, red"
Solid Object,Solid Object scene showing 1 train,"Background color: beige; Number of objects: 1; Object colors: white, green"
Solid Object,Solid Object scene showing 3 rockets,"Background color: sky blue; Number of objects: 3; Object colors: yellow, yellow"
Solid Object,Solid Object scene showing 4 trains,"Background color: navy blue; Number of objects: 4; Object colors: green, gray"
Solid Object,Solid Object scene showing 3 motorbikes,"Background color: sunset orange; Number of objects: 3; Object colors: brown, orange"
Solid Object,Solid Object scene showing 4 planes,"Background color: navy blue; Number of objects: 4; Object colors: black, red"
Solid Object,Solid Object scene showing 4 buss,"Background color: sunset orange; Number of objects: 4; Object colors: pink, red"
Solid Object,Solid Object scene showing 3 motorbikes,"Background color: forest green; Number of objects: 3; Object colors: black, red"
Solid Object,Solid Object scene showing 1 bicycle,"Background color: sky blue; Number of objects: 1; Object colors: white, green"
Solid Object,Solid Object scene showing 4 trucks,"Background color: sky blue; Number of objects: 4; Object colors: purple, black"
Solid Object,Solid Object scene showing 3 buss,"Background color: forest green; Number of objects: 3; Object colors: blue, pink"
Solid Object,Solid Object scene showing 1 truck,"Background color: cloudy gray; Number of objects: 1; Object colors: black, white"
Solid Object,Solid Object scene showing 1 rocket,"Background color: sunset orange; Number of objects: 1; Object colors: pink, pink"
Solid Object,Solid Object scene showing 5 trains,"Background color: sunset orange; Number of objects: 5; Object colors: brown, purple"
Solid Object,Solid Object scene showing 2 trucks,"Background color: light yellow; Number of objects: 2; Object colors: purple, gray"
Solid Object,Solid Object scene showing 2 trucks,"Background color: midnight black; Number of objects: 2; Object colors: red, pink"
Solid Object,Solid Object scene showing 5 motorbikes,"Background color: beige; Number of objects: 5; Object colors: red, red"
Solid Object,Solid Object scene showing 3 trains,"Background color: beige; Number of objects: 3; Object colors: red, blue"
Solid Object,Solid Object scene showing 2 buss,"Background color: navy blue; Number of objects: 2; Object colors: black, black"
Solid Object,Solid Object scene showing 5 buss,"Background color: beige; Number of objects: 5; Object colors: red, brown"
Solid Object,Solid Object scene showing 2 buss,"Background color: sky blue; Number of objects: 2; Object colors: gray, blue"
Solid Object,Solid Object scene showing 2 buss,"Background color: sky blue; Number of objects: 2; Object colors: yellow, white"
Solid Object,Solid Object scene showing 5 buss,"Background color: navy blue; Number of objects: 5; Object colors: white, white"
Solid Object,Solid Object scene showing 3 cars,"Background color: sunset orange; Number of objects: 3; Object colors: pink, gray"
Solid Object,Solid Object scene showing 4 motorbikes,"Background color: sunset orange; Number of objects: 4; Object colors: yellow, yellow"
Solid Object,Solid Object scene showing 2 trains,"Background color: light yellow; Number of objects: 2; Object colors: white, white"
Solid Object,Solid Object scene showing 1 bus,"Background color: forest green; Number of objects: 1; Object colors: white, blue"
Solid Object,Solid Object scene showing 3 trucks,"Background color: cloudy gray; Number of objects: 3; Object colors: purple, pink"
Solid Object,Solid Object scene showing 5 planes,"Background color: cloudy gray; Number of objects: 5; Object colors: pink, white"
Solid Object,Solid Object scene showing 1 car,"Background color: cloudy gray; Number of objects: 1; Object colors: black, white"
Solid Object,Solid Object scene showing 5 buss,"Background color: midnight black; Number of objects: 5; Object colors: gray, yellow"
Solid Object,Solid Object scene showing 4 motorbikes,"Background color: sunset orange; Number of objects: 4; Object colors: green, blue"
Solid Object,Solid Object scene showing 3 trucks,"Background color: forest green; Number of objects: 3; Object colors: gray, gray"
Solid Object,Solid Object scene showing 5 trucks,"Background color: beige; Number of objects: 5; Object colors: red, green"
Solid Object,Solid Object scene showing 5 rockets,"Background color: forest green; Number of objects: 5; Object colors: orange, gray"
Solid Object,Solid Object scene showing 4 planes,"Background color: sky blue; Number of objects: 4; Object colors: blue, orange"
Solid Object,Solid Object scene showing 3 motorbikes,"Background color: forest green; Number of objects: 3; Object colors: blue, brown"
Solid Object,Solid Object scene showing 2 trains,"Background color: navy blue; Number of objects: 2; Object colors: green, pink"
Solid Object,Solid Object scene showing 3 trucks,"Background color: sunset orange; Number of objects: 3; Object colors: orange, blue"
Solid Object,Solid Object scene showing 4 rockets,"Background color: midnight black; Number of objects: 4; Object colors: orange, blue"
Solid Object,Solid Object scene showing 5 planes,"Background color: midnight black; Number of objects: 5; Object colors: white, pink"
Solid Object,Solid Object scene showing 1 train,"Background color: light yellow; Number of objects: 1; Object colors: brown, yellow"
Solid Object,Solid Object scene showing 2 bicycles,"Background color: light yellow; Number of objects: 2; Object colors: gray, yellow"
Solid Object,Solid Object scene showing 1 car,"Background color: sunset orange; Number of objects: 1; Object colors: yellow, green"
Solid Object,Solid Object scene showing 3 cars,"Background color: midnight black; Number of objects: 3; Object colors: black, purple"
Solid Object,Solid Object scene showing 3 planes,"Background color: midnight black; Number of objects: 3; Object colors: black, pink"
Solid Object,Solid Object scene showing 5 trains,"Background color: light yellow; Number of objects: 5; Object colors: pink, purple"
Solid Object,Solid Object scene showing 5 planes,"Background color: sky blue; Number of objects: 5; Object colors: pink, gray"
Solid Object,Solid Object scene showing 5 trucks,"Background color: forest green; Number of objects: 5; Object colors: purple, red"
Solid Object,Solid Object scene showing 1 bicycle,"Background color: light yellow; Number of objects: 1; Object colors: pink, gray"
Solid Object,Solid Object scene showing 4 bicycles,"Background color: navy blue; Number of objects: 4; Object colors: white, red"
Solid Object,Solid Object scene showing 2 buss,"Background color: beige; Number of objects: 2; Object colors: white, white"
Solid Object,Solid Object scene showing 4 bicycles,"Background color: cloudy gray; Number of objects: 4; Object colors: blue, black"
Solid Object,Solid Object scene showing 2 trains,"Background color: sunset orange; Number of objects: 2; Object colors: blue, red"
Solid Object,Solid Object scene showing 1 rocket,"Background color: midnight black; Number of objects: 1; Object colors: pink, pink"
Solid Object,Solid Object scene showing 5 planes,"Background color: sunset orange; Number of objects: 5; Object colors: red, blue"
Solid Object,Solid Object scene showing 4 bicycles,"Background color: sky blue; Number of objects: 4; Object colors: brown, brown"
Solid Object,Solid Object scene showing 1 train,"Background color: sky blue; Number of objects: 1; Object colors: red, green"
Solid Object,Solid Object scene showing 2 buss,"Background color: cloudy gray; Number of objects: 2; Object colors: yellow, black"
Solid Object,Solid Object scene showing 3 motorbikes,"Background color: sunset orange; Number of objects: 3; Object colors: yellow, brown"
Solid Object,Solid Object scene showing 1 bicycle,"Background color: sky blue; Number of objects: 1; Object colors: gray, green"
Solid Object,Solid Object scene showing 3 motorbikes,"Background color: midnight black; Number of objects: 3; Object colors: black, orange"
Solid Object,Solid Object scene showing 4 trucks,"Background color: midnight black; Number of objects: 4; Object colors: pink, gray"
Solid Object,Solid Object scene showing 1 rocket,"Background color: beige; Number of objects: 1; Object colors: white, orange"
Solid Object,Solid Object scene showing 2 rockets,"Background color: midnight black; Number of objects: 2; Object colors: gray, black"
Solid Object,Solid Object scene showing 4 trains,"Background color: navy blue; Number of objects: 4; Object colors: green, green"
Solid Object,Solid Object scene showing 4 bicycles,"Background color: midnight black; Number of objects: 4; Object colors: orange, green"
Solid Object,Solid Object scene showing 5 rockets,"Background color: navy blue; Number of objects: 5; Object colors: black, green"
Solid Object,Solid Object scene showing 3 buss,"Background color: midnight black; Number of objects: 3; Object colors: brown, gray"
Solid Object,Solid Object scene showing 3 planes,"Background color: midnight black; Number of objects: 3; Object colors: yellow, black"
Solid Object,Solid Object scene showing 4 trucks,"Background color: forest green; Number of objects: 4; Object colors: orange, black"
Solid Object,Solid Object scene showing 5 buss,"Background color: sunset orange; Number of objects: 5; Object colors: gray, yellow"
Solid Object,Solid Object scene showing 1 truck,"Background color: navy blue; Number of objects: 1; Object colors: white, brown"
Solid Object,Solid Object scene showing 1 truck,"Background color: sky blue; Number of objects: 1; Object colors: purple, pink"
Solid Object,Solid Object scene showing 3 trucks,"Background color: beige; Number of objects: 3; Object colors: black, black"
Solid Object,Solid Object scene showing 4 cars,"Background color: forest green; Number of objects: 4; Object colors: black, blue"
Solid Object,Solid Object scene showing 5 trucks,"Background color: cloudy gray; Number of objects: 5; Object colors: green, purple"
Solid Object,Solid Object scene showing 2 trucks,"Background color: midnight black; Number of objects: 2; Object colors: purple, white"
Solid Object,Solid Object scene showing 4 bicycles,"Background color: beige; Number of objects: 4; Object colors: blue, white"
Solid Object,Solid Object scene showing 5 buss,"Background color: forest green; Number of objects: 5; Object colors: blue, blue"
Solid Object,Solid Object scene showing 1 bus,"Background color: light yellow; Number of objects: 1; Object colors: gray, purple"
Solid Object,Solid Object scene showing 3 trains,"Background color: cloudy gray; Number of objects: 3; Object colors: purple, green"
Solid Object,Solid Object scene showing 5 trucks,"Background color: cloudy gray; Number of objects: 5; Object colors: green, green"
Solid Object,Solid Object scene showing 1 car,"Background color: beige; Number of objects: 1; Object colors: purple, red"
Solid Object,Solid Object scene showing 1 rocket,"Background color: midnight black; Number of objects: 1; Object colors: gray, black"
Solid Object,Solid Object scene showing 5 motorbikes,"Background color: sky blue; Number of objects: 5; Object colors: pink, yellow"
Solid Object,Solid Object scene showing 4 motorbikes,"Background color: beige; Number of objects: 4; Object colors: purple, gray"
Solid Object,Solid Object scene showing 5 planes,"Background color: light yellow; Number of objects: 5; Object colors: purple, gray"
Solid Object,Solid Object scene showing 4 motorbikes,"Background color: midnight black; Number of objects: 4; Object colors: black, green"
Solid Object,Solid Object scene showing 5 planes,"Background color: midnight black; Number of objects: 5; Object colors: brown, purple"
Solid Object,Solid Object scene showing 1 car,"Background color: sunset orange; Number of objects: 1; Object colors: yellow, red"
Solid Object,Solid Object scene showing 1 car,"Background color: cloudy gray; Number of objects: 1; Object colors: gray, blue"
Solid Object,Solid Object scene showing 2 rockets,"Background color: sky blue; Number of objects: 2; Object colors: orange, blue"
Solid Object,Solid Object scene showing 1 plane,"Background color: cloudy gray; Number of objects: 1; Object colors: brown, gray"
Solid Object,Solid Object scene showing 4 rockets,"Background color: midnight black; Number of objects: 4; Object colors: brown, green"
Solid Object,Solid Object scene showing 3 bicycles,"Background color: light yellow; Number of objects: 3; Object colors: yellow, blue"
Solid Object,Solid Object scene showing 2 cars,"Background color: navy blue; Number of objects: 2; Object colors: red, gray"
Solid Object,Solid Object scene showing 3 motorbikes,"Background color: forest green; Number of objects: 3; Object colors: red, yellow"
Solid Object,Solid Object scene showing 1 car,"Background color: navy blue; Number of objects: 1; Object colors: blue, blue"
Solid Object,Solid Object scene showing 4 trucks,"Background color: navy blue; Number of objects: 4; Object colors: pink, brown"
Solid Object,Solid Object scene showing 5 rockets,"Background color: beige; Number of objects: 5; Object colors: green, brown"
Solid Object,Solid Object scene showing 5 trucks,"Background color: cloudy gray; Number of objects: 5; Object colors: orange, blue"
Solid Object,Solid Object scene showing 5 cars,"Background color: midnight black; Number of objects: 5; Object colors: gray, brown"
Solid Object,Solid Object scene showing 1 train,"Background color: sky blue; Number of objects: 1; Object colors: white, red"
Solid Object,Solid Object scene showing 4 trains,"Background color: midnight black; Number of objects: 4; Object colors: pink, gray"
Solid Object,Solid Object scene showing 2 rockets,"Background color: cloudy gray; Number of objects: 2; Object colors: pink, gray"
Solid Object,Solid Object scene showing 3 trains,"Background color: midnight black; Number of objects: 3; Object colors: yellow, pink"
Solid Object,Solid Object scene showing 5 trains,"Background color: sky blue; Number of objects: 5; Object colors: brown, orange"
Solid Object,Solid Object scene showing 4 motorbikes,"Background color: light yellow; Number of objects: 4; Object colors: white, orange"
Solid Object,Solid Object scene showing 4 bicycles,"Background color: cloudy gray; Number of objects: 4; Object colors: gray, gray"
Solid Object,Solid Object scene showing 2 bicycles,"Background color: forest green; Number of objects: 2; Object colors: gray, purple"
